nbr_can_id,var_can_nombre,var_can_status,nbr_pro_id
616,Distrito Metropolitano de Quito,No existe,616
617,Rumiñahui,En vigencia,617
618,Pedro Vicente Maldonado,En vigencia,618
619,Distrito Metropolitano de Quito,En vigencia,619
620,Distrito Metropolitano de Quito,En vigencia,620
621,Distrito Metropolitano de Quito,En vigencia,621
622,Distrito Metropolitano de Quito,En vigencia,622
623,Distrito Metropolitano de Quito,En vigencia,623
624,Distrito Metropolitano de Quito,En vigencia,624
625,Distrito Metropolitano de Quito,En vigencia,625
626,Cayambe,En vigencia,626
627,Distrito Metropolitano de Quito,En vigencia,627
628,Pedro Moncayo,En vigencia,628
629,Pedro Vicente Maldonado,En vigencia,629
630,Puerto Quito,En vigencia,630
631,Distrito Metropolitano de Quito,En vigencia,631
632,Distrito Metropolitano de Quito,En vigencia,632
633,Distrito Metropolitano de Quito,En vigencia,633
634,Distrito Metropolitano de Quito,En vigencia,634
635,Rumiñahui,En vigencia,635
636,Distrito Metropolitano de Quito,En vigencia,636
637,Distrito Metropolitano de Quito,En vigencia,637
638,Pedro Moncayo,En vigencia,638
639,Distrito Metropolitano de Quito,En vigencia,639
640,Distrito Metropolitano de Quito,En vigencia,640
641,Distrito Metropolitano de Quito,En vigencia,641
642,Distrito Metropolitano de Quito,En vigencia,642
643,Mejia,En vigencia,643
644,San Miguel de los Bancos,En vigencia,644
645,Distrito Metropolitano de Quito,En vigencia,645
646,Cayambe,En vigencia,646
647,Distrito Metropolitano de Quito,En vigencia,647
648,Pedro Vicente Maldonado,En vigencia,648
649,Pedro Moncayo,En vigencia,649
650,Distrito Metropolitano de Quito,En vigencia,650
651,Distrito Metropolitano de Quito,No existe,651
652,Mejia,En vigencia,652
653,Distrito Metropolitano de Quito,En vigencia,653
654,Distrito Metropolitano de Quito,En vigencia,654
655,Puerto Quito,En vigencia,655
656,Distrito Metropolitano de Quito,En vigencia,656
657,Distrito Metropolitano de Quito,En vigencia,657
658,Distrito Metropolitano de Quito,En vigencia,658
659,Distrito Metropolitano de Quito,En vigencia,659
660,Distrito Metropolitano de Quito,En vigencia,660
661,Distrito Metropolitano de Quito,En vigencia,661
662,Pedro Vicente Maldonado,En vigencia,662
663,Distrito Metropolitano de Quito,En vigencia,663
664,Distrito Metropolitano de Quito,En vigencia,664
665,Distrito Metropolitano de Quito,En vigencia,665
666,Mejia,En vigencia,666
667,Rumiñahui,En vigencia,667
668,Rumiñahui,En vigencia,668
669,Pedro Moncayo,En vigencia,669
670,Distrito Metropolitano de Quito,En vigencia,670
671,Distrito Metropolitano de Quito,En vigencia,671
672,Distrito Metropolitano de Quito,En vigencia,672
673,San Miguel de los Bancos,En vigencia,673
674,Pedro Vicente Maldonado,En vigencia,674
675,San Miguel de los Bancos,En vigencia,675
676,Distrito Metropolitano de Quito,En vigencia,676
677,Distrito Metropolitano de Quito,En vigencia,677
678,Distrito Metropolitano de Quito,En vigencia,678
679,Distrito Metropolitano de Quito,En vigencia,679
680,Puerto Quito,En vigencia,680
681,Mejia,No existe,681
682,Distrito Metropolitano de Quito,En vigencia,682
683,Distrito Metropolitano de Quito,En vigencia,683
684,Distrito Metropolitano de Quito,En vigencia,684
685,Distrito Metropolitano de Quito,En vigencia,685
686,Distrito Metropolitano de Quito,En vigencia,686
687,Pedro Moncayo,En vigencia,687
688,Distrito Metropolitano de Quito,En vigencia,688
689,Pedro Vicente Maldonado,En vigencia,689
690,Distrito Metropolitano de Quito,En vigencia,690
691,Distrito Metropolitano de Quito,En vigencia,691
692,Distrito Metropolitano de Quito,En vigencia,692
693,Distrito Metropolitano de Quito,En vigencia,693
694,Distrito Metropolitano de Quito,En vigencia,694
695,Mejia,En vigencia,695
696,Pedro Vicente Maldonado,En vigencia,696
697,Distrito Metropolitano de Quito,No existe,697
698,Distrito Metropolitano de Quito,En vigencia,698
699,Distrito Metropolitano de Quito,En vigencia,699
700,Pedro Moncayo,En vigencia,700
701,Distrito Metropolitano de Quito,En vigencia,701
702,Pedro Vicente Maldonado,En vigencia,702
703,Pedro Vicente Maldonado,En vigencia,703
704,Distrito Metropolitano de Quito,En vigencia,704
705,Pedro Vicente Maldonado,En vigencia,705
706,Distrito Metropolitano de Quito,En vigencia,706
707,Pedro Vicente Maldonado,En vigencia,707
708,Distrito Metropolitano de Quito,En vigencia,708
709,Distrito Metropolitano de Quito,En vigencia,709
710,Distrito Metropolitano de Quito,En vigencia,710
711,Distrito Metropolitano de Quito,En vigencia,711
712,Puerto Quito,En vigencia,712
713,Distrito Metropolitano de Quito,En vigencia,713
714,Distrito Metropolitano de Quito,En vigencia,714
715,Distrito Metropolitano de Quito,En vigencia,715
716,Distrito Metropolitano de Quito,En vigencia,716
717,Distrito Metropolitano de Quito,En vigencia,717
718,Distrito Metropolitano de Quito,En vigencia,718
719,Distrito Metropolitano de Quito,En vigencia,719
720,Distrito Metropolitano de Quito,En vigencia,720
721,Distrito Metropolitano de Quito,En vigencia,721
722,Pedro Vicente Maldonado,En vigencia,722
723,Distrito Metropolitano de Quito,En vigencia,723
724,Distrito Metropolitano de Quito,En vigencia,724
725,Puerto Quito,En vigencia,725
726,Distrito Metropolitano de Quito,En vigencia,726
727,Cayambe,En vigencia,727
728,Distrito Metropolitano de Quito,En vigencia,728
729,Distrito Metropolitano de Quito,En vigencia,729
730,Distrito Metropolitano de Quito,En vigencia,730
731,Distrito Metropolitano de Quito,En vigencia,731
732,Cayambe,En vigencia,732
733,Distrito Metropolitano de Quito,En vigencia,733
734,San Miguel de los Bancos,En vigencia,734
735,Pedro Vicente Maldonado,En vigencia,735
736,Rumiñahui,En vigencia,736
737,Distrito Metropolitano de Quito,En vigencia,737
738,Rumiñahui,En vigencia,738
739,Puerto Quito,En vigencia,739
740,Distrito Metropolitano de Quito,En vigencia,740
741,Distrito Metropolitano de Quito,En vigencia,741
742,Puerto Quito,En vigencia,742
743,Cayambe,En vigencia,743
744,Distrito Metropolitano de Quito,En vigencia,744
745,Distrito Metropolitano de Quito,En vigencia,745
746,Distrito Metropolitano de Quito,En vigencia,746
747,San Miguel de los Bancos,En vigencia,747
748,Pedro Vicente Maldonado,En vigencia,748
749,Cayambe,En vigencia,749
750,Distrito Metropolitano de Quito,En vigencia,750
751,Distrito Metropolitano de Quito,En vigencia,751
752,Pedro Vicente Maldonado,En vigencia,752
753,Distrito Metropolitano de Quito,En vigencia,753
754,Distrito Metropolitano de Quito,En vigencia,754
755,Mejia,En vigencia,755
756,Pedro Moncayo,En vigencia,756
757,Distrito Metropolitano de Quito,En vigencia,757
758,San Miguel de los Bancos,En vigencia,758
759,Distrito Metropolitano de Quito,En vigencia,759
760,Rumiñahui,En vigencia,760
761,Pedro Moncayo,En vigencia,761
762,Distrito Metropolitano de Quito,En vigencia,762
763,Distrito Metropolitano de Quito,En vigencia,763
764,Pedro Moncayo,En vigencia,764
765,Pedro Vicente Maldonado,En vigencia,765
766,Puerto Quito,En vigencia,766
767,Distrito Metropolitano de Quito,No existe,767
768,Distrito Metropolitano de Quito,En vigencia,768
769,San Miguel de los Bancos,En vigencia,769
770,Mejia,En vigencia,770
771,Distrito Metropolitano de Quito,En vigencia,771
772,Rumiñahui,En vigencia,772
773,Distrito Metropolitano de Quito,En vigencia,773
774,Distrito Metropolitano de Quito,En vigencia,774
775,Distrito Metropolitano de Quito,En vigencia,775
776,Mejia,En vigencia,776
777,Puerto Quito,En vigencia,777
778,Mejia,En vigencia,778
779,Puerto Quito,En vigencia,779
780,Mejia,En vigencia,780
781,Pedro Moncayo,En vigencia,781
782,Distrito Metropolitano de Quito,En vigencia,782
783,Distrito Metropolitano de Quito,En vigencia,783
784,Distrito Metropolitano de Quito,En vigencia,784
785,Distrito Metropolitano de Quito,En vigencia,785
786,Distrito Metropolitano de Quito,En vigencia,786
787,Distrito Metropolitano de Quito,En vigencia,787
788,Distrito Metropolitano de Quito,En vigencia,788
789,Distrito Metropolitano de Quito,En vigencia,789
790,Distrito Metropolitano de Quito,En vigencia,790
791,Distrito Metropolitano de Quito,En vigencia,791
792,Distrito Metropolitano de Quito,En vigencia,792
793,Distrito Metropolitano de Quito,En vigencia,793
794,Distrito Metropolitano de Quito,En vigencia,794
795,Puerto Quito,En vigencia,795
796,Pedro Moncayo,En vigencia,796
797,Distrito Metropolitano de Quito,En vigencia,797
798,Distrito Metropolitano de Quito,En vigencia,798
799,Distrito Metropolitano de Quito,En vigencia,799
800,Distrito Metropolitano de Quito,En vigencia,800
801,Distrito Metropolitano de Quito,En vigencia,801
802,Distrito Metropolitano de Quito,En vigencia,802
803,Distrito Metropolitano de Quito,En vigencia,803
804,Distrito Metropolitano de Quito,En vigencia,804
805,Distrito Metropolitano de Quito,En vigencia,805
806,Puerto Quito,En vigencia,806
807,Rumiñahui,En vigencia,807
808,Distrito Metropolitano de Quito,En vigencia,808
809,Cayambe,En vigencia,809
810,Distrito Metropolitano de Quito,En vigencia,810
811,Distrito Metropolitano de Quito,En vigencia,811
812,Distrito Metropolitano de Quito,En vigencia,812
813,Pedro Vicente Maldonado,En vigencia,813
814,Rumiñahui,En vigencia,814
815,Distrito Metropolitano de Quito,En vigencia,815
816,Distrito Metropolitano de Quito,En vigencia,816
817,Distrito Metropolitano de Quito,En vigencia,817
818,Distrito Metropolitano de Quito,En vigencia,818
819,Distrito Metropolitano de Quito,En vigencia,819
820,Cayambe,En vigencia,820
821,Distrito Metropolitano de Quito,En vigencia,821
822,Pedro Moncayo,En vigencia,822
823,Distrito Metropolitano de Quito,En vigencia,823
824,Distrito Metropolitano de Quito,En vigencia,824
825,Distrito Metropolitano de Quito,En vigencia,825
826,San Miguel de los Bancos,En vigencia,826
827,Distrito Metropolitano de Quito,En vigencia,827
828,San Miguel de los Bancos,En vigencia,828
829,Distrito Metropolitano de Quito,En vigencia,829
830,Distrito Metropolitano de Quito,En vigencia,830
831,Distrito Metropolitano de Quito,En vigencia,831
832,Puerto Quito,En vigencia,832
833,Distrito Metropolitano de Quito,En vigencia,833
834,Distrito Metropolitano de Quito,En vigencia,834
835,Distrito Metropolitano de Quito,En vigencia,835
836,Distrito Metropolitano de Quito,En vigencia,836
837,Rumiñahui,En vigencia,837
838,Distrito Metropolitano de Quito,En vigencia,838
839,Distrito Metropolitano de Quito,En vigencia,839
840,Distrito Metropolitano de Quito,En vigencia,840
841,Distrito Metropolitano de Quito,En vigencia,841
842,Distrito Metropolitano de Quito,En vigencia,842
843,Distrito Metropolitano de Quito,En vigencia,843
844,San Miguel de los Bancos,En vigencia,844
845,Mejia,En vigencia,845
846,Puerto Quito,En vigencia,846
847,Distrito Metropolitano de Quito,En vigencia,847
848,Puerto Quito,En vigencia,848
849,Distrito Metropolitano de Quito,En vigencia,849
850,Distrito Metropolitano de Quito,En vigencia,850
851,Distrito Metropolitano de Quito,En vigencia,851
852,Rumiñahui,En vigencia,852
853,Distrito Metropolitano de Quito,En vigencia,853
854,Puerto Quito,En vigencia,854
855,Distrito Metropolitano de Quito,En vigencia,855
856,Distrito Metropolitano de Quito,En vigencia,856
857,Distrito Metropolitano de Quito,En vigencia,857
858,Distrito Metropolitano de Quito,En vigencia,858
859,Puerto Quito,En vigencia,859
860,Distrito Metropolitano de Quito,En vigencia,860
861,Distrito Metropolitano de Quito,En vigencia,861
862,Distrito Metropolitano de Quito,En vigencia,862
863,Distrito Metropolitano de Quito,No existe,863
864,Distrito Metropolitano de Quito,En vigencia,864
865,Distrito Metropolitano de Quito,En vigencia,865
866,Distrito Metropolitano de Quito,No existe,866
867,Distrito Metropolitano de Quito,En vigencia,867
868,Distrito Metropolitano de Quito,En vigencia,868
869,Distrito Metropolitano de Quito,En vigencia,869
870,Distrito Metropolitano de Quito,En vigencia,870
871,Pedro Moncayo,En vigencia,871
872,Distrito Metropolitano de Quito,En vigencia,872
873,San Miguel de los Bancos,En vigencia,873
874,Distrito Metropolitano de Quito,En vigencia,874
875,Distrito Metropolitano de Quito,En vigencia,875
876,Distrito Metropolitano de Quito,En vigencia,876
877,Mejia,En vigencia,877
878,Distrito Metropolitano de Quito,En vigencia,878
879,Distrito Metropolitano de Quito,En vigencia,879
880,Pedro Moncayo,En vigencia,880
881,Distrito Metropolitano de Quito,En vigencia,881
882,Distrito Metropolitano de Quito,En vigencia,882
883,Distrito Metropolitano de Quito,En vigencia,883
884,Cayambe,En vigencia,884
885,Distrito Metropolitano de Quito,En vigencia,885
886,Distrito Metropolitano de Quito,En vigencia,886
887,Distrito Metropolitano de Quito,En vigencia,887
888,Distrito Metropolitano de Quito,En vigencia,888
889,Distrito Metropolitano de Quito,En vigencia,889
890,Mejia,En vigencia,890
891,Distrito Metropolitano de Quito,En vigencia,891
892,Mejia,En vigencia,892
893,San Miguel de los Bancos,En vigencia,893
894,San Miguel de los Bancos,En vigencia,894
895,Distrito Metropolitano de Quito,En vigencia,895
896,Distrito Metropolitano de Quito,En vigencia,896
897,Distrito Metropolitano de Quito,No existe,897
898,Distrito Metropolitano de Quito,En vigencia,898
899,Distrito Metropolitano de Quito,En vigencia,899
900,Pedro Moncayo,En vigencia,900
901,Mejia,En vigencia,901
902,Distrito Metropolitano de Quito,En vigencia,902
903,Distrito Metropolitano de Quito,En vigencia,903
904,Distrito Metropolitano de Quito,En vigencia,904
905,Distrito Metropolitano de Quito,En vigencia,905
906,Pedro Vicente Maldonado,En vigencia,906
907,Distrito Metropolitano de Quito,En vigencia,907
908,Distrito Metropolitano de Quito,En vigencia,908
909,Distrito Metropolitano de Quito,En vigencia,909
910,Distrito Metropolitano de Quito,En vigencia,910
911,Distrito Metropolitano de Quito,En vigencia,911
912,Distrito Metropolitano de Quito,En vigencia,912
913,Distrito Metropolitano de Quito,En vigencia,913
914,Distrito Metropolitano de Quito,En vigencia,914
915,San Miguel de los Bancos,En vigencia,915
916,Distrito Metropolitano de Quito,En vigencia,916
917,Distrito Metropolitano de Quito,En vigencia,917
918,Distrito Metropolitano de Quito,En vigencia,918
919,Cayambe,En vigencia,919
920,Distrito Metropolitano de Quito,En vigencia,920
921,Pedro Moncayo,En vigencia,921
922,Distrito Metropolitano de Quito,En vigencia,922
923,Pedro Moncayo,En vigencia,923
924,Distrito Metropolitano de Quito,No existe,924
925,Distrito Metropolitano de Quito,En vigencia,925
926,Distrito Metropolitano de Quito,En vigencia,926
927,Distrito Metropolitano de Quito,En vigencia,927
928,Distrito Metropolitano de Quito,En vigencia,928
929,Distrito Metropolitano de Quito,En vigencia,929
930,Distrito Metropolitano de Quito,No existe,930
931,Distrito Metropolitano de Quito,En vigencia,931
932,Distrito Metropolitano de Quito,En vigencia,932
933,Puerto Quito,En vigencia,933
934,Distrito Metropolitano de Quito,No existe,934
935,Distrito Metropolitano de Quito,En vigencia,935
936,Distrito Metropolitano de Quito,En vigencia,936
937,Cayambe,En vigencia,937
938,Rumiñahui,En vigencia,938
939,Distrito Metropolitano de Quito,En vigencia,939
940,San Miguel de los Bancos,En vigencia,940
941,Distrito Metropolitano de Quito,En vigencia,941
942,Distrito Metropolitano de Quito,En vigencia,942
943,Distrito Metropolitano de Quito,En vigencia,943
944,San Miguel de los Bancos,En vigencia,944
945,Cayambe,En vigencia,945
946,Distrito Metropolitano de Quito,En vigencia,946
947,Distrito Metropolitano de Quito,En vigencia,947
948,Cayambe,En vigencia,948
949,Distrito Metropolitano de Quito,En vigencia,949
950,Distrito Metropolitano de Quito,En vigencia,950
951,Distrito Metropolitano de Quito,En vigencia,951
952,Distrito Metropolitano de Quito,En vigencia,952
953,San Miguel de los Bancos,En vigencia,953
954,Cayambe,En vigencia,954
955,Distrito Metropolitano de Quito,En vigencia,955
956,Pedro Vicente Maldonado,En vigencia,956
957,Distrito Metropolitano de Quito,En vigencia,957
958,Distrito Metropolitano de Quito,En vigencia,958
959,Distrito Metropolitano de Quito,En vigencia,959
960,Distrito Metropolitano de Quito,En vigencia,960
961,Puerto Quito,En vigencia,961
962,Distrito Metropolitano de Quito,En vigencia,962
963,Mejia,En vigencia,963
964,Pedro Moncayo,No existe,964
965,Mejia,En vigencia,965
966,Distrito Metropolitano de Quito,En vigencia,966
967,Pedro Moncayo,En vigencia,967
968,Distrito Metropolitano de Quito,En vigencia,968
969,Distrito Metropolitano de Quito,En vigencia,969
970,Distrito Metropolitano de Quito,En vigencia,970
971,Cayambe,En vigencia,971
972,Cayambe,En vigencia,972
